,Unnamed: 0,_id,tweet,hateeval_bert,hateeval_nb,hateeval_lg,hateeval_gb,hateeval_svc
292,414,61e10acbf93e2e4e2c35022e,@ManushiChhillar @rahuljhangiani @SheefaJGilani @soninamrata Gorgeous Queen 🤎,0.9605975151062012,0.5241596137976213,0.3924315680756697,0.4083269883131927,0.4321977441428899
293,415,61dbd25b2cf4cec0209b0659,@vgyalakshmi You are such a poisonous snake..You simply can't be the winner just by eliminating the strongest contestant.Aishwarya saved you but you have been very ungrateful by voting her..Such a cheap attitude..Feeling sorry for your son..For sure you can't be a role model for him..,0.4639575481414795,0.6119837197779661,0.4303500577973275,0.4146266305166249,0.4683133342847759
302,429,61e1a25873821d3b7d1f4aeb,@iamkamyapunjabi @RealVinduSingh Are you even a celebrity? #Shameless,0.9739729762077332,0.5531027896086453,0.4291273109079941,0.4083269883131927,0.467967589911441
318,454,61dd405ccd0e7d6a41570af9,@Vaaniofficial Follow for follow back ☺️,0.0048105125315487,0.5848243981820174,0.5883187949557204,0.4083269883131927,0.7344173198994116
320,457,61e48d4f079229444174724a,@bprerna Yep so the Chinese butchers can kill and cut up a few more Indians.don’t see Chinese saying sorry for anything as it shows weakness and god knows they can’t let that  https://t.co/nrayvHBOts killing your wife and than invite you to tea.India need to fear China big time.,0.9705075025558472,0.4825038462328115,0.5261465356794358,0.2898350421793141,0.4497754774864694
331,472,61e285e64cffadb7b4382372,@NimratOfficial Welcome welcome 😊,0.0057039815001189,0.4061549344019752,0.6411046937615617,0.4083269883131927,0.4787972738803606
353,510,61cc047ddbd458a2f3aef82d,@TheBrokenTusk Jus pass me the coconut. I don't need ur meds.,0.0103925606235861,0.6454375699417285,0.5163630684081063,0.4146266305166249,0.6287871711382269
357,515,61dd367bf453ec932bdd71e4,@anishapadukone your sister boyfriend....she licked his ass and he licked katrina ass...still using ranveer nice guy..and desperately tyying to get back to this loser...  https://t.co/ntLsCMImzs,0.9769495725631714,0.5613386128570319,0.3693794234844993,0.2566456565686049,0.638783602258424
362,524,61d5cd217b77dfb5f2886f5a,@bainjal India is only Hindu country in entire world. We must unite to fight against odds. What would Gandhi family would know about Hinduism ? Not even a word,0.0029709844384342,0.3908252944680616,0.5234929277785523,0.520295724591029,0.6556653297142414
377,547,61d599a17b77dfb5f2881df3,@SafooraZargar you will go to jail very soon my dear....,0.7794169783592224,0.4488019570504353,0.4151635130167583,0.4176114181849254,0.5246027721244794
381,555,61e468aaf8d5f9768241ebce,@yodifiji @vqueeram @BBCWorld We need #TRIPSWaiver,0.0049067251384258,0.4813175104408475,0.5485021805341654,0.4083269883131927,0.7295305117287874
384,559,61dfe9f0546338b7cb76432b,@VJAnusha Are you talking about that girl who lost her mind recently and comes on prime time and barks nonstops?,0.9328142404556274,0.3215459333525104,0.4155972256272623,0.4083269883131927,0.4666590827844263
402,585,61bc673c09fe5528cc508c7f,#पुरुष_आयोग_का_गठन #ArrestSwatiMaliwal #BoisLockerRoom #Feminism is worse than #COVIDー19 Encourage #feminist to be #atmanirbhar rather then using #GenderBiasedLaws to extort money form men @PMOIndia @HMOIndia @rsprasad @MinistryWCD @smritiirani @NCWIndia @ArvindKejriwal,0.9724009037017822,0.4077670290115173,0.3517920491756029,0.3365475493542125,0.2810218735074706
407,592,61cc23a86e97b3891821f1a3,@Your_Girl24 Girl no I am not,0.0090250931680202,0.4591722380071971,0.5790219841215638,0.4146266305166249,0.6732475903000621
439,645,61c1e39d78e60889d95c726c,@GUNKLE2 That gif proves me right your a lefty bitch,0.9891541600227356,0.512595731575212,0.7265130795655335,0.7530308245115304,0.936873285146477
442,650,61e187bd8695488259395841,@Realsonaliraut9 Thats a better dress then the previous...,0.0331594906747341,0.6462260997626308,0.4727554930291588,0.4083269883131927,0.4842391078612329
444,652,61dff1e9ceb7fcd45b988474,@raimasen U r looking too sexy mam,0.9123824834823608,0.4523462443015746,0.3132470277162011,0.4083269883131927,0.4188758435671452
452,662,61e137dc05d2110784ed2b43,@shikhashauny @isaguha She has always been..,0.0231387056410312,0.5624063553974592,0.6888318015158742,0.4290492263432838,0.7599181316272186
460,673,61e475e64ba7d1c0fd57a7bd,@_sabanaqvi this is very good news. Now all illegal bongladesis would be running out of there door in joy till they reach Dhaka. All rohnigyas have already asked owaisi that they have to leave now🤣🤣🤣.,0.9346911311149596,0.4175057460576165,0.5923095000945208,0.6767607681203939,0.6715214120138393
464,678,61cc30d84f35ce52e8e28ba9,"India is not one country  Tamil nation is fine with the farmbill; Punjabi nation dont like the farmbill.  Tamil nation dont want NEET, but other nations are ok  69% reservation is appropriate for TN; may not be appropriate for other nations  Let the nations have what they want",0.2733583152294159,0.6169778371932099,0.6757151239722763,0.4895529349334357,0.7664676241900904
466,680,61e1a58bbc38997ba7c0bef9,@mallikasherawat welcome 🇳🇵🇳🇵🇳🇵,0.0065033612772822,0.4061549344019752,0.6411046937615617,0.4083269883131927,0.4787972738803606
469,683,61d58c537b77dfb5f2880252,@shaziailmi But he's right.  Only a poor politician would advice to use brains so much.,0.950767457485199,0.4055963123749854,0.3704746614641475,0.4083269883131927,0.4578362951897639
470,684,619dbc99de83f8b60cc9b18b,"@ishkarnBHANDARI Yes sir... You and @Swamy39 are the last hope left for us, @itsSSR fans Our full support is with you sir...  #SushantTruthNow #SushantSinghRajput #MaheshBhatt #nepotismendsin2020 #BoycottBollywoodMafiaGangs #boycottkaranjohargang #BoycottSalmanKhan #RheaChakraborty",0.6689213514328003,0.3348107265608793,0.3803886308881756,0.4083269883131927,0.3787796493037654
505,739,61e18d4a8695488259395d59,"@aartichabria Wherever you go, no matter what the weather, always bring your own sunshine.",0.0057267132215201,0.5883525927037724,0.6464846577184126,0.4384556703021207,0.629716302250918
510,744,61cc2ba0347401f9a114fe36,@sawad_kallarpe 🤷 muslims want secular nation but they don't want secular law ... I don't understand the concept 😂😂,0.160618171095848,0.4923811188881717,0.5879030288666183,0.4895529349334357,0.7447865029538813
512,747,61e10bb4a62c2dd0c51256c9,@KubbraSait @thesatbir Was it a dry cake,0.0054838135838508,0.6170817970446307,0.4242622121259822,0.4083269883131927,0.462090072468842
520,760,61e19d9273821d3b7d1f42e9,@IamEJF can you be done with these grids now please?🙏🙏🙏🙏🙏🙏🙏🙏🙏Someone please tell her not to use grids anymore😭😭😭😭 #EricaFernandes,0.9274691343307496,0.4824738151400734,0.3812480645821038,0.386002025722521,0.5102772151792858
521,761,61e41eda0299520d85ffa1f2,@kavita_krishnan U shd b thankful that u born in this country.....no other country tolerate snakes like u like we do,0.980108678340912,0.5515055357845446,0.5497685833802355,0.5366812986590886,0.64667788311612
526,766,61cbff8e5e8638c8e9d4ceff,"This is the most unbelievable venom. What on earth is the reason for this searing fury? Feelings of inadequacy, envy or just a sinister quest for a career? Scores of Indians, partic celebrities, are in urgent need of mental health counselling and advice #RangoliChandel #lockdown2",0.9035569429397584,0.5174197301804131,0.445381073995512,0.4083269883131927,0.4533789369225996
537,784,61e421b652ebdbad77fd6457,@priyankagandhi Congress will use all the democratic means to stop BJP from killing the constitution,0.1394382566213607,0.4933529577405453,0.503166319626017,0.428333547488902,0.6131715033873997
539,786,61e10a721cf48a3db760b320,@NayantharaU You are the best actress,0.7798742055892944,0.2964851829711455,0.2845497202051611,0.4083269883131927,0.3335966304956116
546,798,61dd54331a978dfeefb14075,@disha11parmar @mysterious_noxy That's our queen🤩🔥🔥,0.003467233851552,0.6338878516982878,0.4742313979639778,0.4083269883131927,0.4905761686625789
557,812,61e419d55e687cdfa803d47b,@thelouvrehs Lol😂😂 I would just run away 😂😂,0.0045428136363625,0.5633594441731312,0.5982867714544253,0.4083269883131927,0.6458931973882406
568,826,61e28566129e2e843158bf12,@Actress_Indhuja Do you get ths same justice for all the crimes.,0.7059770226478577,0.3984612062654765,0.5061224035411065,0.4182567429393599,0.5718565171950332
571,830,61dfd3b5e7dfd99c9f9f825d,@ImSushVerma Great effort 👌,0.0067652505822479,0.6264834293172661,0.5661454103153049,0.4083269883131927,0.4925496210004319
575,838,61e47727517ee3821980be14,@madhukishwar Haram ka paisa ? Taxpayer money?  8 lakh crore write off?,0.0045897313393652,0.6359244562949835,0.4625877346342035,0.4083269883131927,0.5071571667145766
594,864,61d5f4de7b77dfb5f288dd23,@rohini_sgh Sanjay raut mocking kangana was classy,0.0032140011899173,0.626308452399566,0.4227625997892446,0.4083269883131927,0.4641675597633198
598,869,61dd3f4ecd0e7d6a4157089f,@TheRupaManjari @aadhavkk #curlyhair  always super and attractive... I love to see when a girl I love to see this kinda 😍😍😍 hair ... Woooow,0.9558988809585572,0.3829568161681252,0.37445782893156,0.4290492263432838,0.4753962365146378
604,876,61e1248eaf35978ccc392bfb,@poonamkaurlal But sufferers will die and these industry people will never change their attitude... It affects their children... Power and money can do anything...,0.880508303642273,0.2967304698073887,0.3423954929374494,0.4083269883131927,0.3717441738829922
643,932,61dbd7072bfe073d55021268,@sapnabhavnani @PoojaB1972 Couldn’t recognize you both. But oh my!  look at the hairdo.. looks like most girls opted for an Indra Gandhi-like haircut 😄,0.9697464108467102,0.3883524476828627,0.4011312562745249,0.2797068008342468,0.5198826105367889
649,943,61e41e4fe89da792d13b1c4d,Bro niggas really be tryna cuff after 1 night of sex and 0 days of real personal connection.  #PussyPower #Boybye #Itsbasically2019 #YouAintGotIt,0.9590116143226624,0.3134643721428987,0.1704807290882155,0.4083269883131927,0.2958794671845245
658,954,61e12dd60776fd1c9471280c,@neelamkothari Nice your adress,0.9569146037101746,0.4590303972578349,0.4754125564733051,0.4083269883131927,0.4180563150474466
668,968,61e27e8915ee177c89a6f71e,@pooja_dadlani can he get a pass didi?,0.0032038248609751,0.5665349788004341,0.575463247498765,0.4182567429393599,0.6791265624416167
683,993,61c033fae7958c0f42f01724,Never had one so so I could have a good name because that’s all I cared about when I was younger is having a good name so no one could call me a whore because I’m not and that people wouldn’t say she’s a whore we don’t want her,0.6029943227767944,0.3988426473146209,0.5000401603627873,0.6179174878005924,0.7694615978318737
686,1000,61e3b0d224f8b1c664ed38a6,@AthulyaOfficial Wow semma stylish pic 💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘,0.004340399056673,0.6087610903102343,0.5953862082585979,0.4083269883131927,0.5468872203983508
696,1012,61d601e07b77dfb5f289052e,@LambaAlka Wt the hell,0.0353331342339515,0.5986321030856275,0.5688814469088115,0.4083269883131927,0.690050461782206
711,1041,61dfe731546338b7cb7639bb,@TheShilpaShetty @ShamitaShetty My queen  REIGNING QUEEN SHAMITA #ShamitaShetty,0.0405561923980712,0.6338878516982878,0.4742313979639778,0.4083269883131927,0.4905761686625789
716,1049,61e518e778812724162345ef,@Seanlibtards @2nd_amndlady So sad and sick at heart.  Muslims are peaceful eh? Everything about them is violent.,0.0115351947024464,0.6609315611550536,0.5990137600781912,0.4083269883131927,0.5388741497802343
723,1069,61c1e7a2ed35dab7b37452d7,@balleralert srs tho let’s normalize cutting of men’s penis’s when they try to r*pe you,0.9689509868621826,0.5100128813068553,0.3583888601471399,0.3365475493542125,0.3446240973271023
725,1073,61d5e1f67b77dfb5f288a4f8,@RanaAyyub Ask #tabliqijamat they have the exact no’s of where who spread who.  #coronaJihad,0.6859432458877563,0.4380818982209492,0.4000040767222589,0.4083269883131927,0.4134216050121121
741,1098,61e417e7345b88a7597fafca,@seemagoswami @virsanghvi Where is the sequel @seemagoswami? I want to know what happens next!,0.0095728766173124,0.4717328251262543,0.5847290012283262,0.4830543094503832,0.6495437354650256
747,1106,61e519d32584e2832c8b52a2,@pooja303singh Ola-u-Uber! Wallah!! Hindus will never be united. Ladte raho 🤣🤣,0.9522603154182434,0.3859683119317265,0.3127565440144379,0.4083269883131927,0.3791725374449357
751,1112,61cb6c46d6ef52bffa8144d2,"@MaxSteinerCA @TAPInternation @joshtpm @jmpolander @skywalkerbeth 2...I haven't convinced my dumbass family to leave that God forsaken country yet. I still have to visit them, and doing so is easier with a passport. But being 1 of 3 countries that has an expat tax obligation isn't good company to keep you bimbo, especially after America..",0.0326673798263073,0.5056489683599882,0.5768390417549507,0.615406006705662,0.6084770025491698
753,1116,61c0341ee7958c0f42f017b0,"I ONLY FUCK WİTH WHORES, IM TOXİCCCC",0.5383524298667908,0.6270142510282515,0.5118927999178242,0.4497533279304478,0.7486969800513542
755,1119,61d5e6587b77dfb5f288b0bf,@bprerna Love Jihad &amp; Grooming gangs are real &amp; these acts are creating drifts among Hindus &amp; Muslims.  India needs a strong law against conversion.  🙂,0.8101114630699158,0.3525956971985947,0.3030811179185887,0.4083269883131927,0.3430802230555199
757,1121,61dd42e37148ae45e1b3f227,@imdebina She's winner already. She's won it,0.9711238741874696,0.4802172099190029,0.3376617360558343,0.4083269883131927,0.4673093962696401
774,1147,61e1a23473821d3b7d1f4a9b,@iamkamyapunjabi Because he dont have anything to do in bb13 without siddharth shukla,0.0029973853379487,0.5668240258885744,0.544440702596685,0.4083269883131927,0.7009241704486098
797,1181,61e134c5e5af88a0a855e29e,@FarahKhanAli Very very much appreciated... But our neighbouring Muslim citizens are not as big hearted as you are.. therefore we need to protect them,0.7652631402015686,0.5788728424343726,0.602210516414814,0.5239132892318243,0.6741250712589067
804,1190,61e1284ad022fb7be711c7ff,@tamannaahspeaks @KChiruTweets @MeherRamesh @AnilSunkara1 @KeerthyOfficial @AKentsOfficial @BholaaShankar U always ❤  beauty,0.0073088300414383,0.6028635228210277,0.5162266465975445,0.4290492263432838,0.5738467143006457
806,1193,61e42244f9149cad8a7b5f80,@IJaising @DelhiPolice Stop supporting the women who want to enter Sabarimala you foreign funded lawyer.,0.9676917195320128,0.5469695717418543,0.740636352166319,0.6017065134211936,0.7906946606887627
818,1210,61cc344dae2b73e6d2c796b7,"Germany Finance Minister committed suicide, apparently he was worried about the economic hit his Country would take post #Covid_19 .  மானஸ்தன். நம்மூர் மந்திரிங்க யாருக்கும் லைட்டாகூட வெ மா சூ சொ ரோ இல்லியே.",0.0043361540883779,0.4703491038004759,0.6126868809075742,0.589534234497339,0.616341759517226
829,1226,61e136ec6a2d2dcce88137cb,@ash_r_dhanush @chennailionsttc @sameerbr @Vitadani11 @UltTableTennis Welcome back anni,0.0680363029241561,0.4637862608679348,0.6942573634908408,0.4083269883131927,0.6862345154016566
841,1240,61c1dd9f78e60889d95c6570,"at lost lands, this random fucked up ass guy came up to me asking to hit my blunt and when I said no he called me a bitch n said I wasn’t plur lmaooo BITCH IM NEVER PLUR BOUT MY WEED😂 i just laughed in his salty ass face afterwards",0.0062121064402163,0.6448330109913797,0.7358858588923951,0.7655814068616923,0.9821216614214014
844,1243,61dfdb63e7dfd99c9f9f8f41,@angelcharlie8 @Siddharth_M_ @RubiDilaik Definitely she is a queen of our hearts❤💞  #VoteForRubinaDilaik,0.9574649333953856,0.5528369728082198,0.4037549835093687,0.4083269883131927,0.4181484919773651
850,1255,61dfe6e8546338b7cb7638aa,"@TheShilpaShetty @ShamitaShetty N what's about her attitude ,agrogant way of takling ...",0.9760692119598388,0.4082493410504996,0.3807217303560605,0.4083269883131927,0.402672901825445
852,1258,61de6824bc26c6f83cd05e89,"@aliaa08 @SamsungIndia @UNDP_India Biased actress with mixed  ,.,..,,,",0.8236286640167236,0.3721870751420304,0.3457855865817718,0.4083269883131927,0.3842363595275064
855,1264,61e130a203eb276a5c1780c0,@bipsluvurself Go out of india you,0.9405953884124756,0.4806826489482101,0.5275278450977249,0.4176114181849254,0.6335573717560687
862,1273,61e1a06a69a7b631976bef82,@Guttajwala Will all tax payers remain to be Indian !!.. God and Time knows for sure .. rest a duffer is hell bent to make others suffer,0.9610338807106018,0.3920304596178778,0.4178688814800682,0.4083269883131927,0.4618063834753428
865,1280,61e13f2c0d2963fc29f68fbb,@NushratBharucha @gqindia Oh!! Wow thats beautiful and hot,0.0099608423188328,0.660416156748859,0.5450887594430885,0.4083269883131927,0.5731555913493563
876,1294,61d5ef067b77dfb5f288ca91,"@_sabanaqvi LIAR Saba... Nation hasn't become sick, but mentality of prestitutes like you have definately become sick.",0.946597933769226,0.48135085921538,0.4628474588460593,0.4146266305166249,0.5261876483411458
899,1331,61dfd77671efe70aed9c79ca,@IamSeeratKapoor @UV_Creations @sujeethsign @madhie1 @ImSharwanand Seerat iam ur big fan,0.0039795152842998,0.5343194421202487,0.5422603415470387,0.4083269883131927,0.6420068842520518
914,1351,61e11264cc498f75d0186bfd,@riturv Who are you,0.9141725301742554,0.4203333333333336,0.3362501530984595,0.4083269883131927,0.1526463155745605
918,1356,61e283ad2f5bfe72795d7345,@lakshuakku @ImRaina @ChennaiIPL Raina for a Reason 😎😎,0.5539489984512329,0.5878550991229431,0.6138595883906077,0.4083269883131927,0.63571374197697
928,1376,61e282154a0d777f7b5ab9f3,@HeenaSidhu10 Hahaha bang on... she herself doesnt want to go back to her home country ...wants to sit and tweet from other country and show off her noble prize ... her contribution is surviving bullets and praising her own country (after running away)... and yes tweeting ill about india ...,0.0044156941585242,0.6518531410687821,0.7278051121530307,0.5366812986590886,0.7904868818173091
945,1398,61e484bd4ba7d1c0fd57c55f,@rohini_sgh Ma'am Bihar Election is over now!!,0.6301208734512329,0.4791593206371665,0.3578803851281138,0.4083269883131927,0.411175266800271
971,1433,61d5ddf97b77dfb5f2889968,@medhanarmada How much money did George Soros give you ?,0.0204328056424856,0.5752491954411806,0.5722716619817574,0.4083269883131927,0.6051865368201775
993,1466,61e478b54ba7d1c0fd57b162,@mehartweets This country belong to everyone who is nationalist.. jaichand like u will not be appreciated in pakistan as well .. ghar kaa bhedi lanka dhahaye,0.8472726345062256,0.4423153486476119,0.4777400884447043,0.5995747407351122,0.563215728247346
1000,1476,61e41db85e687cdfa803df6e,@nanditadas @DhakaLitFest Thums up,0.7759538888931274,0.4203333333333336,0.3362501530984595,0.4083269883131927,0.1526463155745605
1028,1515,61c1dca178e60889d95c632c,fucking bitch she cant keep her license???,0.9914013743400574,0.681527817721883,0.8344159425134153,0.7530308245115304,0.9945067890027882
1054,1552,61e41c11e89da792d13b1a61,I think God created periods to help women slow down and ground themselves. #periods #women #pussypower 🤷🏻‍♀️,0.9653877019882202,0.5856966620789265,0.6012134227183993,0.5068173791690392,0.5602023752272041
1057,1557,61e476be517ee3821980bd28,@MahuaMoitra You must be kidding!! 'safest place',0.0252943895757198,0.6200610022800028,0.4800533081307834,0.4083269883131927,0.5352710038264027
1065,1571,61dd37b544d18b16f8e0bec5,@itsShalmali one of the best perofmer in our country @spectalmngmnt,0.0114775253459811,0.3974013200876934,0.5021832190704171,0.5366812986590886,0.613060449747396
1090,1608,61c1dc2e78e60889d95c6222,@bxtchimdezzooo That’s now how u spell her name bitch &amp; u was gay at one point 😂😭,0.456956684589386,0.2923324885803373,0.4854975834973399,0.7530308245115304,0.8967173684548928
1105,1624,61e1a26dbc38997ba7c0b811,@maliniawasthi @MunawwarRana These people r always at  war with d world They shall always be at war They declared war against hindus since 712 AD many times During 1947 they eliminated entire hindu population fm pak&amp;BD We pray this time He doesn't let these people succeed Though we  pray for end of d devils,0.6672846078872681,0.312934147185118,0.4380920276503378,0.4290492263432838,0.4290750454933208
1133,1669,61e13f136b98a8227eaf35b2,"@sonamohapatra If he is wrong, no one have right to damage his modesty. Anyone can imagine, if women instead of him. But the perpetrator is women so this is not a crime.  https://t.co/Mj77V3sibs",0.9238625168800354,0.4175255476924175,0.4756298025519576,0.296094946974743,0.3000748740720749
1134,1673,61e4771eb346a37e37b84277,"@IJaising Remember, that justice delayed is justice denied. And you are responsible, if any one of those walks out free, and God forbid rape&amp;kill another girl, even more brutally. It's on YOU!",0.9686574339866638,0.2456484473474016,0.2893775500809367,0.4083269883131927,0.3739025254528247
1139,1679,61cbf9be68b8e44d2c3a47af,"There’s news of rape and murder of a 3 year old girl from Aligarh. A 3 year old! Let no disgusting man now blame morals, ‘sanskars’, upbringing of the victim. Rape is the real pandemic in this world...this disease dates back thousands of years. This has to stop NOW. Enough !",0.9155357480049132,0.3868520131990632,0.4963838363881107,0.428333547488902,0.5
1143,1684,61c1dd76837af577b292fed8,@tavleen_singh But as per sickular libbies Mu$lim$ are not safe in Modi's India .. right? Why should they come to India,0.8306206464767456,0.5174789145444371,0.567857835209177,0.3644291046486236,0.5556917147463701
1151,1692,61d5ef177b77dfb5f288cad4,@_sabanaqvi Fraud always has a big image,0.1725620329380035,0.5658062057025481,0.6010100550810387,0.4290492263432838,0.641264089066858
1173,1726,61e13b0e0d2963fc29f68a6d,@pragathiguru If u didn’t watch must watch this two👉 #Andhadhun #UriTheSurgicalStrike 🙌,0.9670772552490234,0.4191357223810114,0.4906369861417052,0.4083269883131927,0.5061879981247953
1174,1727,61e141be1bdc4f8ef30a136e,@Realsonaliraut9 You'r to big and fake......................... No offense,0.0055353674106299,0.6346806309434898,0.5079022440401473,0.4083269883131927,0.5902658187319803
